,Label
107.4333333,Stable
107.4666667,Stable
107.5,Stable
107.5333333,Stable
107.5666667,Stable
107.6,Stable
107.6333333,Stable
107.6666667,Stable
107.7,Stable
107.7333333,Stable
107.7666667,Stable
107.8,Stable
107.8333333,Stable
107.8666667,Stable
107.9,Stable
107.9333333,Stable
107.9666667,Stable
108,Stable
108.0333333,Stable
108.0666667,Stable
108.1,Stable
108.1333333,Stable
108.1666667,Stable
108.2,Stable
108.2333333,Stable
108.2666667,Stable
108.3,Stable
108.3333333,Stable
108.3666667,Stable
108.4,Stable
108.4333333,Stable
108.4666667,Stable
108.5,Stable
108.5333333,Stable
108.5666667,Stable
108.6,Stable
108.6333333,Stable
108.6666667,Stable
108.7,Stable
108.7333333,Stable
108.7666667,Stable
108.8,Stable
108.8333333,Stable
108.8666667,Stable
108.9,Stable
108.9333333,Stable
108.9666667,Stable
109,Stable
109.0333333,Stable
109.0666667,Stable
109.1,Stable
109.1333333,Stable
109.1666667,Stable
109.2,Stable
109.2333333,Stable
109.2666667,Stable
109.3,Stable
109.3333333,Stable
109.3666667,Stable
109.4,Stable
109.4333333,Stable
109.4666667,Stable
109.5,Stable
109.5333333,Stable
109.5666667,Stable
109.6,Stable
109.6333333,Stable
109.6666667,Stable
109.7,Stable
109.7333333,Stable
109.7666667,Stable
109.8,Stable
109.8333333,Stable
109.8666667,Stable
109.9,Stable
109.9333333,Stable
109.9666667,Stable
110,Stable
110.0333333,Stable
110.0666667,Stable
110.1,Stable
110.1333333,Stable
110.1666667,Stable
110.2,Stable
110.2333333,Stable
110.2666667,Stable
110.3,Stable
110.3333333,Stable
110.3666667,Stable
110.4,Stable
110.4333333,Stable
110.4666667,Stable
110.5,Stable
110.5333333,Stable
110.5666667,Stable
110.6,Stable
110.6333333,Stable
110.6666667,Stable
110.7,Stable
110.7333333,Stable
110.7666667,Stable
110.8,Stable
110.8333333,Stable
110.8666667,Stable
110.9,Stable
110.9333333,Stable
110.9666667,Stable
111,Stable
111.0333333,Stable
111.0666667,Stable
111.1,Stable
111.1333333,Stable
111.1666667,Stable
111.2,Stable
111.2333333,Stable
111.2666667,Stable
111.3,Stable
111.3333333,Stable
111.3666667,Stable
111.4,Stable
111.4333333,Stable
111.4666667,Stable
111.5,Stable
111.5333333,Stable
111.5666667,Stable
111.6,Stable
111.6333333,Stable
111.6666667,Stable
111.7,Stable
111.7333333,Stable
111.7666667,Stable
111.8,Stable
111.8333333,Stable
111.8666667,Stable
111.9,Stable
111.9333333,Stable
111.9666667,Stable
112,Stable
112.0333333,Stable
112.0666667,Stable
112.1,Stable
112.1333333,Stable
112.1666667,Stable
112.2,Stable
112.2333333,Stable
112.2666667,Stable
112.3,Stable
112.3333333,Stable
112.3666667,Stable
112.4,Stable
112.4333333,Stable
112.4666667,Stable
112.5,Stable
112.5333333,Stable
112.5666667,Stable
112.6,Stable
112.6333333,Stable
112.6666667,Stable
112.7,Stable
112.7333333,Stable
112.7666667,Stable
112.8,Stable
112.8333333,Stable
112.8666667,Stable
112.9,Stable
112.9333333,Stable
112.9666667,Stable
113,Stable
113.0333333,Stable
113.0666667,Stable
113.1,Stable
113.1333333,Stable
113.1666667,Stable
113.2,Stable
113.2333333,Stable
113.2666667,Stable
113.3,Stable
113.3333333,Stable
113.3666667,Stable
113.4,Stable
113.4333333,Stable
113.4666667,Stable
113.5,Stable
113.5333333,Stable
113.5666667,Stable
113.6,Stable
113.6333333,Stable
113.6666667,Stable
113.7,Stable
113.7333333,Stable
113.7666667,Stable
113.8,Stable
113.8333333,Stable
113.8666667,Stable
113.9,Stable
113.9333333,Stable
113.9666667,Stable
114,Stable
114.0333333,Stable
114.0666667,Stable
114.1,Stable
114.1333333,Stable
114.1666667,Stable
114.2,Stable
114.2333333,Stable
114.2666667,Stable
114.3,Stable
114.3333333,Stable
114.3666667,Stable
114.4,Stable
114.4333333,Stable
114.4666667,Stable
114.5,Stable
114.5333333,Stable
114.5666667,Stable
114.6,Stable
114.6333333,Stable
114.6666667,Stable
114.7,Stable
114.7333333,Stable
114.7666667,Stable
114.8,Stable
114.8333333,Stable
114.8666667,Stable
114.9,Stable
114.9333333,Stable
114.9666667,Stable
115,Stable
115.0333333,Stable
115.0666667,Stable
115.1,Stable
115.1333333,Stable
115.1666667,Stable
115.2,Stable
115.2333333,Stable
115.2666667,Stable
115.3,Stable
115.3333333,Stable
115.3666667,Stable
115.4,Stable
115.4333333,Stable
115.4666667,Stable
115.5,Stable
115.5333333,Stable
115.5666667,Stable
115.6,Stable
115.6333333,Stable
115.6666667,Stable
115.7,Stable
115.7333333,Stable
115.7666667,Stable
115.8,Stable
115.8333333,Stable
115.8666667,Stable
115.9,Stable
115.9333333,Stable
115.9666667,Stable
116,Stable
116.0333333,Stable
116.0666667,Stable
116.1,Stable
116.1333333,Stable
116.1666667,Stable
116.2,Stable
116.2333333,Stable
116.2666667,Stable
116.3,Stable
116.3333333,Stable
116.3666667,Stable
116.4,Stable
116.4333333,Stable
116.4666667,Stable
116.5,Stable
116.5333333,Stable
116.5666667,Stable
116.6,Stable
116.6333333,Stable
116.6666667,Stable
116.7,Stable
116.7333333,Stable
116.7666667,Stable
116.8,Stable
116.8333333,Stable
116.8666667,Stable
116.9,Stable
116.9333333,Stable
116.9666667,Stable
117,Stable
117.0333333,Stable
117.0666667,Stable
117.1,Stable
117.1333333,Stable
117.1666667,Stable
117.2,Stable
117.2333333,Stable
117.2666667,Stable
117.3,Stable
117.3333333,Stable
117.3666667,Stable
117.4,Stable
117.4333333,Stable
117.4666667,Stable
117.5,Stable
117.5333333,Stable
117.5666667,Stable
117.6,Stable
117.6333333,Stable
117.6666667,Stable
117.7,Stable
117.7333333,Stable
117.7666667,Stable
117.8,Stable
117.8333333,Stable
117.8666667,Stable
117.9,Stable
117.9333333,Stable
117.9666667,Stable
118,Stable
118.0333333,Stable
118.0666667,Stable
118.1,Stable
118.1333333,Stable
118.1666667,Stable
118.2,Stable
118.2333333,Stable
118.2666667,Stable
118.3,Stable
118.3333333,Stable
118.3666667,Stable
118.4,Stable
118.4333333,Stable
118.4666667,Stable
118.5,Stable
118.5333333,Stable
118.5666667,Stable
118.6,Stable
118.6333333,Stable
118.6666667,Stable
118.7,Stable
118.7333333,Stable
118.7666667,Stable
118.8,Stable
118.8333333,Stable
118.8666667,Stable
118.9,Stable
118.9333333,Stable
118.9666667,Stable
119,Stable
119.0333333,Stable
119.0666667,Stable
119.1,Stable
119.1333333,Stable
119.1666667,Stable
119.2,Stable
119.2333333,Stable
119.2666667,Stable
119.3,Stable
119.3333333,Stable
119.3666667,Stable
119.4,Stable
119.4333333,Stable
119.4666667,Stable
119.5,Stable
119.5333333,Stable
119.5666667,Stable
119.6,Stable
119.6333333,Stable
119.6666667,Stable
119.7,Stable
119.7333333,Stable
119.7666667,Stable
119.8,Stable
119.8333333,Stable
119.8666667,Stable
119.9,Stable
119.9333333,Stable
119.9666667,Stable
120,Stable
120.0333333,Stable
120.0666667,Stable
120.1,Stable
120.1333333,Stable
120.1666667,Stable
120.2,Stable
120.2333333,Stable
120.2666667,Stable
120.3,Stable
120.3333333,Stable
120.3666667,Stable
120.4,Stable
120.4333333,Stable
120.4666667,Stable
120.5,Stable
120.5333333,Stable
120.5666667,Stable
120.6,Stable
120.6333333,Stable
120.6666667,Stable
120.7,Stable
120.7333333,Stable
120.7666667,Stable
120.8,Stable
120.8333333,Stable
120.8666667,Stable
120.9,Stable
120.9333333,Stable
120.9666667,Stable
121,Stable
121.0333333,Stable
121.0666667,Stable
121.1,Stable
121.1333333,Stable
121.1666667,Stable
121.2,Stable
121.2333333,Stable
121.2666667,Stable
121.3,Stable
121.3333333,Stable
121.3666667,Stable
121.4,Stable
121.4333333,Stable
121.4666667,Stable
121.5,Stable
121.5333333,Stable
121.5666667,Stable
121.6,Stable
121.6333333,Stable
121.6666667,Stable
121.7,Stable
121.7333333,Stable
121.7666667,Stable
121.8,Stable
121.8333333,Stable
121.8666667,Stable
121.9,Stable
121.9333333,Stable
121.9666667,Stable
122,Stable
122.0333333,Stable
122.0666667,Stable
122.1,Stable
122.1333333,Stable
122.1666667,Stable
122.2,Stable
122.2333333,Stable
122.2666667,Stable
122.3,Stable
122.3333333,Stable
122.3666667,Stable
122.4,Stable
122.4333333,Stable
122.4666667,Stable
122.5,Stable
122.5333333,Stable
122.5666667,Stable
122.6,Stable
122.6333333,Stable
122.6666667,Stable
122.7,Stable
122.7333333,Stable
122.7666667,Stable
122.8,Stable
122.8333333,Stable
122.8666667,Stable
122.9,Stable
122.9333333,Stable
122.9666667,Stable
123,Stable
123.0333333,Stable
123.0666667,Stable
123.1,Stable
123.1333333,Stable
123.1666667,Stable
123.2,Stable
123.2333333,Stable
123.2666667,Stable
123.3,Stable
123.3333333,Stable
123.3666667,Stable
123.4,Stable
123.4333333,Stable
123.4666667,Stable
123.5,Stable
123.5333333,Stable
123.5666667,Stable
123.6,Stable
123.6333333,Stable
123.6666667,Stable
123.7,Stable
123.7333333,Stable
123.7666667,Stable
123.8,Stable
123.8333333,Stable
123.8666667,Stable
123.9,Stable
123.9333333,Stable
123.9666667,Stable
124,Stable
124.0333333,Stable
124.0666667,Stable
124.1,Stable
124.1333333,Stable
124.1666667,Stable
124.2,Stable
124.2333333,Stable
124.2666667,Stable
124.3,Stable
124.3333333,Stable
124.3666667,Stable
124.4,Stable
124.4333333,Stable
124.4666667,Stable
124.5,Stable
124.5333333,Stable
124.5666667,Stable
124.6,Stable
124.6333333,Stable
124.6666667,Stable
124.7,Stable
124.7333333,Stable
124.7666667,Stable
124.8,Stable
124.8333333,Stable
124.8666667,Stable
124.9,Stable
124.9333333,Stable
124.9666667,Stable
125,Stable
125.0333333,Stable
125.0666667,Stable
125.1,Stable
125.1333333,Stable
125.1666667,Stable
125.2,Stable
125.2333333,Stable
125.2666667,Stable
125.3,Stable
125.3333333,Stable
125.3666667,Stable
125.4,Stable
125.4333333,Stable
125.4666667,Stable
125.5,Stable
125.5333333,Stable
125.5666667,Stable
125.6,Stable
125.6333333,Stable
125.6666667,Stable
125.7,Stable
125.7333333,Stable
125.7666667,Stable
125.8,Stable
125.8333333,Stable
125.8666667,Stable
125.9,Stable
125.9333333,Stable
125.9666667,Stable
126,Stable
126.0333333,Stable
126.0666667,Stable
126.1,Stable
126.1333333,Stable
126.1666667,Stable
126.2,Stable
126.2333333,Stable
126.2666667,Stable
126.3,Stable
126.3333333,Stable
126.3666667,Stable
126.4,Stable
126.4333333,Stable
126.4666667,Stable
126.5,Stable
126.5333333,Stable
126.5666667,Stable
126.6,Stable
126.6333333,Stable
126.6666667,Stable
126.7,Stable
126.7333333,Stable
126.7666667,Stable
126.8,Stable
126.8333333,Stable
126.8666667,Minimum Sway
126.9,Minimum Sway
126.9333333,Minimum Sway
126.9666667,Minimum Sway
127,Minimum Sway
127.0333333,Minimum Sway
127.0666667,Minimum Sway
127.1,Minimum Sway
127.1333333,Minimum Sway
127.1666667,Minimum Sway
127.2,Minimum Sway
127.2333333,Minimum Sway
127.2666667,Minimum Sway
127.3,Minimum Sway
127.3333333,Minimum Sway
127.3666667,Minimum Sway
127.4,Minimum Sway
127.4333333,Minimum Sway
127.4666667,Minimum Sway
127.5,Minimum Sway
127.5333333,Minimum Sway
127.5666667,Minimum Sway
127.6,Minimum Sway
127.6333333,Minimum Sway
127.6666667,Minimum Sway
127.7,Minimum Sway
127.7333333,Minimum Sway
127.7666667,Minimum Sway
127.8,Minimum Sway
127.8333333,Minimum Sway
127.8666667,Minimum Sway
127.9,Minimum Sway
127.9333333,Minimum Sway
127.9666667,Minimum Sway
128,Minimum Sway
128.0333333,Minimum Sway
128.0666667,Minimum Sway
128.1,Minimum Sway
128.1333333,Minimum Sway
128.1666667,Minimum Sway
128.2,Minimum Sway
128.2333333,Minimum Sway
128.2666667,Minimum Sway
128.3,Minimum Sway
128.3333333,Minimum Sway
128.3666667,Minimum Sway
128.4,Minimum Sway
128.4333333,Minimum Sway
128.4666667,Minimum Sway
128.5,Minimum Sway
128.5333333,Minimum Sway
128.5666667,Minimum Sway
128.6,Minimum Sway
128.6333333,Minimum Sway
128.6666667,Minimum Sway
128.7,Minimum Sway
128.7333333,Minimum Sway
128.7666667,Minimum Sway
128.8,Minimum Sway
128.8333333,Minimum Sway
128.8666667,Minimum Sway
128.9,Minimum Sway
128.9333333,Minimum Sway
128.9666667,Minimum Sway
129,Minimum Sway
129.0333333,Minimum Sway
129.0666667,Minimum Sway
129.1,Minimum Sway
129.1333333,Minimum Sway
129.1666667,Minimum Sway
129.2,Minimum Sway
129.2333333,Minimum Sway
129.2666667,Minimum Sway
129.3,Minimum Sway
129.3333333,Minimum Sway
129.3666667,Minimum Sway
129.4,Minimum Sway
129.4333333,Minimum Sway
129.4666667,Minimum Sway
129.5,Minimum Sway
129.5333333,Minimum Sway
129.5666667,Minimum Sway
129.6,Minimum Sway
129.6333333,Minimum Sway
129.6666667,Minimum Sway
129.7,Minimum Sway
129.7333333,Minimum Sway
129.7666667,Minimum Sway
129.8,Minimum Sway
129.8333333,Minimum Sway
129.8666667,Minimum Sway
129.9,Minimum Sway
129.9333333,Minimum Sway
129.9666667,Minimum Sway
130,Minimum Sway
130.0333333,Minimum Sway
130.0666667,Minimum Sway
130.1,Minimum Sway
130.1333333,Minimum Sway
130.1666667,Minimum Sway
130.2,Minimum Sway
130.2333333,Minimum Sway
130.2666667,Minimum Sway
130.3,Minimum Sway
130.3333333,Minimum Sway
130.3666667,Minimum Sway
130.4,Minimum Sway
130.4333333,Minimum Sway
130.4666667,Minimum Sway
130.5,Minimum Sway
130.5333333,Minimum Sway
130.5666667,Minimum Sway
130.6,Minimum Sway
130.6333333,Minimum Sway
130.6666667,Minimum Sway
130.7,Minimum Sway
130.7333333,Minimum Sway
130.7666667,Minimum Sway
130.8,Minimum Sway
130.8333333,Minimum Sway
130.8666667,Minimum Sway
130.9,Minimum Sway
130.9333333,Minimum Sway
130.9666667,Minimum Sway
131,Minimum Sway
131.0333333,Minimum Sway
131.0666667,Minimum Sway
131.1,Minimum Sway
131.1333333,Minimum Sway
131.1666667,Minimum Sway
131.2,Minimum Sway
131.2333333,Minimum Sway
131.2666667,Minimum Sway
131.3,Minimum Sway
131.3333333,Minimum Sway
131.3666667,Minimum Sway
131.4,Minimum Sway
131.4333333,Minimum Sway
131.4666667,Minimum Sway
131.5,Minimum Sway
131.5333333,Minimum Sway
131.5666667,Minimum Sway
131.6,Minimum Sway
131.6333333,Minimum Sway
131.6666667,Minimum Sway
131.7,Minimum Sway
131.7333333,Minimum Sway
131.7666667,Minimum Sway
131.8,Minimum Sway
131.8333333,Minimum Sway
131.8666667,Minimum Sway
131.9,Minimum Sway
131.9333333,Minimum Sway
131.9666667,Minimum Sway
132,Minimum Sway
132.0333333,Minimum Sway
132.0666667,Minimum Sway
132.1,Minimum Sway
132.1333333,Minimum Sway
132.1666667,Minimum Sway
132.2,Minimum Sway
132.2333333,Minimum Sway
132.2666667,Minimum Sway
132.3,Minimum Sway
132.3333333,Minimum Sway
132.3666667,Stable
132.4,Stable
132.4333333,Stable
132.4666667,Stable
132.5,Stable
132.5333333,Stable
132.5666667,Stable
132.6,Stable
132.6333333,Stable
132.6666667,Stable
132.7,Stable
132.7333333,Stable
132.7666667,Stable
132.8,Stable
132.8333333,Stable
132.8666667,Stable
132.9,Stable
132.9333333,Stable
132.9666667,Stable
133,Stable
133.0333333,Stable
133.0666667,Stable
133.1,Stable
133.1333333,Stable
133.1666667,Stable
133.2,Stable
133.2333333,Stable
133.2666667,Stable
133.3,Stable
133.3333333,Stable
133.3666667,Stable
133.4,Stable
133.4333333,Stable
133.4666667,Stable
133.5,Stable
133.5333333,Stable
133.5666667,Stable
133.6,Stable
133.6333333,Stable
133.6666667,Stable
133.7,Stable
133.7333333,Stable
133.7666667,Stable
133.8,Stable
133.8333333,Stable
133.8666667,Stable
133.9,Stable
133.9333333,Stable
133.9666667,Stable
134,Stable
134.0333333,Stable
134.0666667,Stable
134.1,Stable
134.1333333,Stable
134.1666667,Stable
134.2,Stable
134.2333333,Stable
134.2666667,Stable
134.3,Stable
134.3333333,Stable
134.3666667,Stable
134.4,Stable
134.4333333,Stable
134.4666667,Stable
134.5,Stable
134.5333333,Stable
134.5666667,Stable
134.6,Stable
134.6333333,Stable
134.6666667,Stable
134.7,Stable
134.7333333,Stable
134.7666667,Stable
134.8,Stable
134.8333333,Stable
134.8666667,Stable
134.9,Stable
134.9333333,Stable
134.9666667,Stable
135,Stable
135.0333333,Stable
135.0666667,Stable
135.1,Stable
135.1333333,Stable
135.1666667,Stable
135.2,Stable
135.2333333,Stable
135.2666667,Stable
135.3,Stable
135.3333333,Stable
135.3666667,Stable
135.4,Stable
135.4333333,Stable
135.4666667,Stable
135.5,Stable
135.5333333,Stable
135.5666667,Stable
135.6,Stable
135.6333333,Stable
135.6666667,Stable
135.7,Stable
135.7333333,Stable
135.7666667,Stable
135.8,Stable
135.8333333,Stable
135.8666667,Stable
135.9,Stable
135.9333333,Stable
135.9666667,Stable
136,Stable
136.0333333,Stable
136.0666667,Stable
136.1,Stable
136.1333333,Stable
136.1666667,Stable
136.2,Stable
136.2333333,Stable
136.2666667,Stable
136.3,Stable
136.3333333,Stable
136.3666667,Stable
136.4,Stable
136.4333333,Stable
136.4666667,Stable
136.5,Stable
136.5333333,Stable
136.5666667,Stable
136.6,Stable
136.6333333,Stable
136.6666667,Stable
136.7,Stable
136.7333333,Stable
136.7666667,Stable
136.8,Stable
136.8333333,Stable
136.8666667,Stable
136.9,Stable
136.9333333,Stable
136.9666667,Stable
137,Stable
137.0333333,Stable
137.0666667,Stable
137.1,Stable
137.1333333,Stable
137.1666667,Stable
137.2,Stable
137.2333333,Stable
137.2666667,Stable
137.3,Stable
137.3333333,Stable
137.3666667,Stable
137.4,Stable
137.4333333,Stable
137.4666667,Stable
137.5,Stable
137.5333333,Stable
137.5666667,Stable
137.6,Stable
137.6333333,Stable
137.6666667,Stable
137.7,Stable
137.7333333,Stable
137.7666667,Stable
137.8,Stable
137.8333333,Stable
137.8666667,Stable
137.9,Stable
137.9333333,Stable
137.9666667,Stable
138,Stable
138.0333333,Stable
138.0666667,Stable
138.1,Stable
138.1333333,Stable
138.1666667,Stable
138.2,Stable
138.2333333,Stable
138.2666667,Stable
138.3,Stable
138.3333333,Stable
138.3666667,Stable
138.4,Stable
138.4333333,Stable
138.4666667,Stable
138.5,Stable
138.5333333,Stable
138.5666667,Stable
138.6,Stable
138.6333333,Stable
138.6666667,Stable
138.7,Stable
138.7333333,Stable
138.7666667,Stable
138.8,Stable
138.8333333,Stable
138.8666667,Stable
138.9,Stable
138.9333333,Stable
138.9666667,Stable
139,Stable
139.0333333,Stable
139.0666667,Stable
139.1,Stable
139.1333333,Stable
139.1666667,Stable
139.2,Stable
139.2333333,Stable
139.2666667,Stable
139.3,Stable
139.3333333,Stable
139.3666667,Stable
139.4,Stable
139.4333333,Stable
139.4666667,Stable
139.5,Stable
139.5333333,Stable
139.5666667,Stable
139.6,Stable
139.6333333,Stable
139.6666667,Stable
139.7,Stable
139.7333333,Stable
139.7666667,Stable
139.8,Stable
139.8333333,Stable
139.8666667,Stable
139.9,Stable
139.9333333,Stable
139.9666667,Stable
140,Stable
140.0333333,Stable
140.0666667,Stable
140.1,Stable
140.1333333,Stable
140.1666667,Stable
140.2,Stable
140.2333333,Stable
140.2666667,Stable
140.3,Stable
140.3333333,Stable
140.3666667,Stable
140.4,Stable
140.4333333,Stable
140.4666667,Stable
140.5,Stable
140.5333333,Stable
140.5666667,Stable
140.6,Stable
140.6333333,Stable
140.6666667,Stable
140.7,Stable
140.7333333,Stable
140.7666667,Stable
140.8,Stable
140.8333333,Stable
140.8666667,Stable
140.9,Stable
140.9333333,Stable
140.9666667,Stable
141,Stable
141.0333333,Stable
141.0666667,Stable
141.1,Stable
141.1333333,Stable
141.1666667,Stable
141.2,Stable
141.2333333,Stable
141.2666667,Stable
141.3,Stable
141.3333333,Stable
141.3666667,Stable
141.4,Stable
141.4333333,Stable
141.4666667,Stable
141.5,Stable
141.5333333,Stable
141.5666667,Stable
141.6,Stable
141.6333333,Stable
141.6666667,Stable
141.7,Stable
141.7333333,Stable
141.7666667,Stable
141.8,Stable
141.8333333,Stable
141.8666667,Stable
141.9,Stable
141.9333333,Stable
141.9666667,Stable
142,Stable
142.0333333,Stable
142.0666667,Stable
142.1,Stable
142.1333333,Stable
142.1666667,Stable
142.2,Stable
142.2333333,Stable
142.2666667,Stable
142.3,Stable
142.3333333,Stable
142.3666667,Stable
142.4,Stable
142.4333333,Stable
142.4666667,Stable
142.5,Stable
142.5333333,Stable
142.5666667,Stable
142.6,Stable
142.6333333,Stable
142.6666667,Stable
142.7,Stable
142.7333333,Stable
142.7666667,Stable
142.8,Stable
142.8333333,Stable
142.8666667,Stable
142.9,Stable
142.9333333,Stable
142.9666667,Stable
143,Stable
143.0333333,Stable
143.0666667,Stable
143.1,Stable
143.1333333,Stable
143.1666667,Stable
143.2,Stable
143.2333333,Stable
143.2666667,Stable
143.3,Stable
143.3333333,Stable
143.3666667,Stable
143.4,Stable
143.4333333,Stable
143.4666667,Stable
143.5,Stable
143.5333333,Stable
143.5666667,Stable
143.6,Stable
143.6333333,Stable
143.6666667,Stable
143.7,Stable
143.7333333,Stable
143.7666667,Stable
143.8,Stable
143.8333333,Stable
143.8666667,Stable
143.9,Stable
143.9333333,Stable
143.9666667,Stable
144,Stable
144.0333333,Stable
144.0666667,Stable
144.1,Stable
144.1333333,Stable
144.1666667,Stable
144.2,Stable
144.2333333,Stable
144.2666667,Stable
144.3,Stable
144.3333333,Stable
144.3666667,Stable
144.4,Stable
144.4333333,Stable
144.4666667,Stable
144.5,Stable
144.5333333,Stable
144.5666667,Stable
144.6,Stable
144.6333333,Stable
144.6666667,Stable
144.7,Stable
144.7333333,Stable
144.7666667,Stable
144.8,Stable
144.8333333,Stable
144.8666667,Stable
144.9,Stable
144.9333333,Stable
144.9666667,Stable
145,Stable
145.0333333,Stable
145.0666667,Stable
145.1,Stable
145.1333333,Stable
145.1666667,Stable
145.2,Stable
145.2333333,Stable
145.2666667,Stable
145.3,Stable
145.3333333,Stable
145.3666667,Stable
145.4,Stable
145.4333333,Stable
145.4666667,Stable
145.5,Stable
145.5333333,Stable
145.5666667,Stable
145.6,Stable
145.6333333,Stable
145.6666667,Stable
145.7,Stable
145.7333333,Stable
145.7666667,Stable
145.8,Stable
145.8333333,Stable
145.8666667,Stable
145.9,Stable
145.9333333,Stable
145.9666667,Stable
146,Stable
146.0333333,Stable
146.0666667,Stable
146.1,Stable
146.1333333,Stable
146.1666667,Stable
146.2,Stable
146.2333333,Stable
146.2666667,Stable
146.3,Stable
146.3333333,Stable
146.3666667,Stable
146.4,Stable
146.4333333,Stable
146.4666667,Stable
146.5,Stable
146.5333333,Stable
146.5666667,Stable
146.6,Stable
146.6333333,Stable
146.6666667,Stable
146.7,Stable
146.7333333,Stable
146.7666667,Stable
146.8,Stable
146.8333333,Stable
146.8666667,Stable
146.9,Stable
146.9333333,Stable
146.9666667,Stable
147,Stable
147.0333333,Stable
147.0666667,Stable
147.1,Stable
147.1333333,Stable
147.1666667,Stable
147.2,Stable
147.2333333,Stable
147.2666667,Stable
147.3,Stable
147.3333333,Stable
147.3666667,Stable
147.4,Stable
147.4333333,Stable
147.4666667,Stable
147.5,Stable
147.5333333,Stable
147.5666667,Stable
147.6,Stable
147.6333333,Stable
147.6666667,Stable
147.7,Stable
147.7333333,Stable
147.7666667,Stable
147.8,Stable
147.8333333,Stable
147.8666667,Stable
147.9,Stable
147.9333333,Stable
147.9666667,Stable
148,Stable
148.0333333,Stable
148.0666667,Stable
148.1,Stable
148.1333333,Stable
148.1666667,Stable
148.2,Stable
148.2333333,Stable
148.2666667,Stable
148.3,Stable
148.3333333,Stable
148.3666667,Stable
148.4,Stable
148.4333333,Stable
148.4666667,Stable
148.5,Stable
148.5333333,Stable
148.5666667,Stable
148.6,Stable
148.6333333,Stable
148.6666667,Stable
148.7,Stable
148.7333333,Stable
148.7666667,Stable
148.8,Stable
148.8333333,Stable
148.8666667,Stable
148.9,Stable
148.9333333,Stable
148.9666667,Stable
149,Stable
149.0333333,Stable
149.0666667,Stable
149.1,Stable
149.1333333,Stable
149.1666667,Stable
149.2,Stable
149.2333333,Stable
149.2666667,Stable
149.3,Stable
149.3333333,Stable
149.3666667,Stable
149.4,Stable
149.4333333,Stable
149.4666667,Stable
149.5,Stable
149.5333333,Stable
149.5666667,Stable
149.6,Stable
149.6333333,Stable
149.6666667,Stable
149.7,Stable
149.7333333,Stable
149.7666667,Stable
149.8,Stable
149.8333333,Stable
149.8666667,Stable
149.9,Stable
149.9333333,Stable
149.9666667,Stable
150,Stable
150.0333333,Stable
150.0666667,Stable
150.1,Stable
150.1333333,Stable
150.1666667,Stable
150.2,Stable
150.2333333,Stable
150.2666667,Stable
150.3,Stable
150.3333333,Stable
150.3666667,Stable
150.4,Stable
150.4333333,Stable
150.4666667,Stable
150.5,Stable
150.5333333,Stable
150.5666667,Stable
150.6,Stable
150.6333333,Stable
150.6666667,Stable
150.7,Stable
150.7333333,Stable
150.7666667,Stable
150.8,Stable
150.8333333,Stable
150.8666667,Stable
150.9,Stable
